source_file,text,links,html,field_name
mis.bogazici.edu.tr_content_nazim-taskin.html,"Aydinliyurt, E.T., Taskin, N., Scahill, S., and Toker, A. (2021). Continuance Intention in Gamified Mobile Applications: A study of Behavioral Inhibition and Activation Systems. International Journal of Information Management. 61, 102414.https://doi.org/10.1016/j.ijinfomgt.2021.102414.",https://doi.org/10.1016/j.ijinfomgt.2021.102414,"<li>Aydinliyurt, E.T., Taskin, N., Scahill, S., and Toker, A. (2021). Continuance Intention in Gamified Mobile Applications: A study of Behavioral Inhibition and Activation Systems. International Journal of Information Management. 61, 102414. <a href=""https://doi.org/10.1016/j.ijinfomgt.2021.102414"">https://doi.org/10.1016/j.ijinfomgt.2021.102414</a>.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"Intezari, A., Pauleen, D., and Taskin, N. (2021). Toward a Foundational KM theory: A Culture-based Perspective. Journal of Knowledge Management, 26(6), 1516-1539.https://doi.org/10.1108/JKM-03-2021-0249.",https://doi.org/10.1108/JKM-03-2021-0249,"<li>Intezari, A., Pauleen, D., and Taskin, N. (2021). Toward a Foundational KM theory: A Culture-based Perspective. Journal of Knowledge Management, 26(6), 1516-1539. <a href=""https://doi.org/10.1108/JKM-03-2021-0249"">https://doi.org/10.1108/JKM-03-2021-0249</a>.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"Yu, J., Pauleen, D., Taskin, N., and Jafarzadeh, H. (2021). Building social media-based knowledge ecosystems for enhancing business resilience through mass collaboration. International Journal of Organizational Analysis, 30(5), 1063-1084.https://doi.org/10.1108/IJOA-12-2020-2542.",https://doi.org/10.1108/IJOA-12-2020-2542,"<li>Yu, J., Pauleen, D., Taskin, N., and Jafarzadeh, H. (2021). Building social media-based knowledge ecosystems for enhancing business resilience through mass collaboration. International Journal of Organizational Analysis, 30(5), 1063-1084. <a href=""https://doi.org/10.1108/IJOA-12-2020-2542"">https://doi.org/10.1108/IJOA-12-2020-2542</a>.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"Farrukh, A., Mathrani, S., and Taskin, N. (2020). Investigating the theoretical constructs of a green lean six sigma approach towards environmental sustainability: A systematic literature review and future directions. Sustainability, 12(19), 8247.https://doi.org/10.3390/su12198247.",https://doi.org/10.3390/su12198247,"<li>Farrukh, A., Mathrani, S., and Taskin, N. (2020). Investigating the theoretical constructs of a green lean six sigma approach towards environmental sustainability: A systematic literature review and future directions. Sustainability, 12(19), 8247. <a href=""https://doi.org/10.3390/su12198247"">https://doi.org/10.3390/su12198247</a>.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"Cho, J. and Taskin, N. (2020). IT and E-Channel Performance in Small Retailers: The Mediation Mechanism of Resource Complementarities. Journal of Internet Commerce. 21(1), 1-25.https://doi.org/10.1080/15332861.2020.1816316.",https://doi.org/10.1080/15332861.2020.1816316,"<li>Cho, J. and Taskin, N. (2020). IT and E-Channel Performance in Small Retailers: The Mediation Mechanism of Resource Complementarities. Journal of Internet Commerce. 21(1), 1-25. <a href=""https://doi.org/10.1080/15332861.2020.1816316"">https://doi.org/10.1080/15332861.2020.1816316</a>.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"Haneem, F., Kama, N., Taskin, N., Pauleen, D., and Bakar, N. A. A. (2019). Determinants of master data management adoption by local government organizations: An empirical study. International Journal of Information Management, 45, 25-43.https://doi.org/10.1016/j.ijinfomgt.2018.10.007.",https://doi.org/10.1016/j.ijinfomgt.2018.10.007,"<li>Haneem, F., Kama, N., Taskin, N., Pauleen, D., and Bakar, N. A. A. (2019). Determinants of master data management adoption by local government organizations: An empirical study. International Journal of Information Management, 45, 25-43. <a href=""https://doi.org/10.1016/j.ijinfomgt.2018.10.007"">https://doi.org/10.1016/j.ijinfomgt.2018.10.007</a>.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"Huang, Y.-M., Pauleen, D. J., Scahill, S., and Taskin, N. (2018). A PKM–Based Decision-Making Training Program for Personal Healthcare: An Action Learning Approach. International Journal of Knowledge Management, 14(3), 101-114.https://doi.org/10.4018/IJKM.2018070107.",https://doi.org/,"<li>Huang, Y.-M., Pauleen, D. J., Scahill, S., and Taskin, N. (2018). A PKM–Based Decision-Making Training Program for Personal Healthcare: An Action Learning Approach. International Journal of Knowledge Management, 14(3), 101-114. <a href=""https://doi.org/"">https://doi.org/</a> 10.4018/IJKM.2018070107.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"Weerasinghe, K., Pauleen, D., Scahill, S., and Taskin, N. (2018). Development of a Theoretical Framework to Investigate Alignment of Big Data in Healthcare through a Social Representation Lens. Australasian Journal of Information Systems (AJIS). 22.https://doi.org/10.3127/ajis.v22i0.1617.",https://doi.org/10.3127/ajis.v22i0.1617,"<li>Weerasinghe, K., Pauleen, D., Scahill, S., and Taskin, N. (2018). Development of a Theoretical Framework to Investigate Alignment of Big Data in Healthcare through a Social Representation Lens. Australasian Journal of Information Systems (AJIS). 22. <a href=""https://doi.org/10.3127/ajis.v22i0.1617"">https://doi.org/10.3127/ajis.v22i0.1617</a>.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"Ahmed, S., Taskin, N., Pauleen, D., and Parker, J. (2017). Motivating Information Technology Professionals: The case of New Zealand. Australasian Journal of Information Systems (AJIS). 21. doi:http://dx.doi.org/10.3127/ajis.v21i0.1421.",http://dx.doi.org/10.3127/ajis.v21i0.1421,"<li>Ahmed, S., Taskin, N., Pauleen, D., and Parker, J. (2017). Motivating Information Technology Professionals: The case of New Zealand. Australasian Journal of Information Systems (AJIS). 21. doi: <a href=""http://dx.doi.org/10.3127/ajis.v21i0.1421"">http://dx.doi.org/10.3127/ajis.v21i0.1421</a>.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"Intezari, A., Taskin, N., and Pauleen, D. (2017). Looking Beyond Knowledge Sharing: An Integrative Approach to Knowledge Management Culture. Journal of Knowledge Management, 21(2), pp. 492-515.https://doi.org/10.1108/JKM-06-2016-0216.",https://doi.org/10.1108/JKM-06-2016-0216,"<li>Intezari, A., Taskin, N., and Pauleen, D. (2017). Looking Beyond Knowledge Sharing: An Integrative Approach to Knowledge Management Culture. Journal of Knowledge Management, 21(2), pp. 492-515. <a href=""https://doi.org/10.1108/JKM-06-2016-0216"">https://doi.org/10.1108/JKM-06-2016-0216</a>.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"Palanisamy, R., Taskin, N., and Verville, J. (2017). Impact of Trust and Technology on Interprofessional Collaboration in Healthcare Settings: An Empirical Analysis. International Journal of e-Collaboration (IJeC). Vol.13. Iss.2. pp. 10-44.https://doi.org/10.4018/IJeC.2017040102",https://doi.org/10.4018/IJeC.2017040102,"<li>Palanisamy, R., Taskin, N., and Verville, J. (2017). Impact of Trust and Technology on Interprofessional Collaboration in Healthcare Settings: An Empirical Analysis. International Journal of e-Collaboration (IJeC). Vol.13. Iss.2. pp. 10-44. <a href=""https://doi.org/10.4018/IJeC.2017040102"">https://doi.org/10.4018/IJeC.2017040102</a></li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"Thorn, K., Christian, Y., Duan, Z., and Taskin, N. (2015). Workplace stress in a foreign environment: Chinese migrants in New Zealand, Equality, Diversity and Inclusion: An International Journal. Vol.34. Iss.7, pp. 608-621.https://doi.org/10.1108/EDI-08-2014-0065.",https://doi.org/,"<li>Thorn, K., Christian, Y., Duan, Z., and Taskin, N. (2015). Workplace stress in a foreign environment: Chinese migrants in New Zealand, Equality, Diversity and Inclusion: An International Journal. Vol.34. Iss.7, pp. 608-621. <a href=""https://doi.org/"">https://doi.org/</a> 10.1108/EDI-08-2014-0065.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"Brunton, M., Eweje, G., and Taskin, N. (2015). Communicating Corporate Social Responsibility to Internal Stakeholders: Walking the Walk or Just Talking the Talk? Business Strategy and the Environment. Vol.26. Iss.1, pp: 31-48.https://doi.org/10.1002/bse.1889.",https://doi.org/10.1002/bse.1889,"<li>Brunton, M., Eweje, G., and Taskin, N. (2015). Communicating Corporate Social Responsibility to Internal Stakeholders: Walking the Walk or Just Talking the Talk? Business Strategy and the Environment. Vol.26. Iss.1, pp: 31-48. <a href=""https://doi.org/10.1002/bse.1889"">https://doi.org/10.1002/bse.1889</a>.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"Keskin, T., and Taskin, N. (2015). Strategic Pricing of Horizontally Differentiated Services with Switching Costs: A Pricing Model for Cloud Computing. International Journal of Electronic Commerce (IJEC), Vol.19, Iss.5, pp: 34-53.https://doi.org/10.1080/10864415.2015.1000219.",https://doi.org/10.1080/10864415.2015.1000219,"<li>Keskin, T., and Taskin, N. (2015). Strategic Pricing of Horizontally Differentiated Services with Switching Costs: A Pricing Model for Cloud Computing. International Journal of Electronic Commerce (IJEC), Vol.19, Iss.5, pp: 34-53. <a href=""https://doi.org/10.1080/10864415.2015.1000219"">https://doi.org/10.1080/10864415.2015.1000219</a>.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"Palanisamy, R., Verville, J., and Taskin, N. (2015). The Critical Success Factors (CSFs) for Enterprise Software Contract Negotiations: An Empirical Analysis, Journal of Enterprise Information Management (JEIM), Vol.28, Iss.1, pp: 34-59.https://doi.org/10.1108/JEIM-12-2013-0083.",https://doi.org/10.1108/JEIM-12-2013-0083,"<li>Palanisamy, R., Verville, J., and Taskin, N. (2015). The Critical Success Factors (CSFs) for Enterprise Software Contract Negotiations: An Empirical Analysis, Journal of Enterprise Information Management (JEIM), Vol.28, Iss.1, pp: 34-59. <a href=""https://doi.org/10.1108/JEIM-12-2013-0083"">https://doi.org/10.1108/JEIM-12-2013-0083</a>.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"González-Trejo, E.S., Taskin, N., Rodriguez-Elizondo, N.E., Tovar-Gómez, A., and Arellano-Silva, B.A. (2013). An Exploratory Literature Review into a Series of Related Factors Affecting the Use of the Internet for Investor Relations. Global Advanced Research Journal of Management and Business Studies (GARJMBS). Vol.2, Iss.1. pp: 011-021.",,"<li>González-Trejo, E.S., Taskin, N., Rodriguez-Elizondo, N.E., Tovar-Gómez, A., and Arellano-Silva, B.A. (2013). An Exploratory Literature Review into a Series of Related Factors Affecting the Use of the Internet for Investor Relations. Global Advanced Research Journal of Management and Business Studies (GARJMBS). Vol.2, Iss.1. pp: 011-021.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"Taskin, N., Verville, J., and Al-Omari, A. (2013). A Comprehensive Framework for Knowledge Management Life Cycle: A Conceptual Model. African Journal of Business Management (AJBM). Vol. 7, Iss. 15, pp. 285-1295.https://doi.org/10.5897/AJBM11.2216.",https://doi.org/10.5897/AJBM11.2216,"<li>Taskin, N., Verville, J., and Al-Omari, A. (2013). A Comprehensive Framework for Knowledge Management Life Cycle: A Conceptual Model. African Journal of Business Management (AJBM). Vol. 7, Iss. 15, pp. 285-1295. <a href=""https://doi.org/10.5897/AJBM11.2216"">https://doi.org/10.5897/AJBM11.2216</a>.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"Stuart, I., Verville, J., and Taskin, N. (2012). Trust in Buyer-Supplier Relationships: Supplier Competency, Interpersonal Relationships and Performance Outcomes. Journal of Enterprise Information Management (JEIM), Vol.25, Iss.4, pp.392-412.https://doi.org/10.1108/17410391211245856.",https://doi.org/10.1108/17410391211245856,"<li>Stuart, I., Verville, J., and Taskin, N. (2012). Trust in Buyer-Supplier Relationships: Supplier Competency, Interpersonal Relationships and Performance Outcomes. Journal of Enterprise Information Management (JEIM), Vol.25, Iss.4, pp.392-412. <a href=""https://doi.org/10.1108/17410391211245856"">https://doi.org/10.1108/17410391211245856</a>.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"Verville, J., Kock, N., and Taskin, N., (2011). Critical Enterprise Software Contracting Issues: Rights, Assurances and Responsibilities, Revista Eletrônica de Sistemas de Informação (Information Systems Electronic Journal), Vol.10, No.2. [Publisher: Faculdade Cenecista de Campo Largo, Campo Largo, Brazil].https://doi.org/10.5329/RESI.2011.1002002",https://doi.org/10.5329/RESI.2011.1002002,"<li>Verville, J., Kock, N., and Taskin, N., (2011). Critical Enterprise Software Contracting Issues: Rights, Assurances and Responsibilities, Revista Eletrônica de Sistemas de Informação (Information Systems Electronic Journal), Vol.10, No.2. [Publisher: Faculdade Cenecista de Campo Largo, Campo Largo, Brazil]. <a href=""https://doi.org/10.5329/RESI.2011.1002002"">https://doi.org/10.5329/RESI.2011.1002002</a></li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"Verville, J., Taskin, N., Law, S. (2011). Buyer-Supplier Relationships in Supply Chain Management: Relationship, Trust, Supplier Involvement, and Performance. International Journal of Agile Systems and Management (IJASM), Vol. 4, No.3, pp. 203 - 221.",,"<li>Verville, J., Taskin, N., Law, S. (2011). Buyer-Supplier Relationships in Supply Chain Management: Relationship, Trust, Supplier Involvement, and Performance. International Journal of Agile Systems and Management (IJASM), Vol. 4, No.3, pp. 203 - 221.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"Law, S., Verville, J., and Taskin, N. (2011). Relational Attributes in Supply Chain Relationships. International Journal of Information Systems & Supply Chain Management (IJISSCM), Vol.4, Iss.1, pp: 1- 23.https://doi.org/10.4018/jisscm.2011010101.",https://doi.org/10.4018/jisscm.2011010101,"<li>Law, S., Verville, J., and Taskin, N. (2011). Relational Attributes in Supply Chain Relationships. International Journal of Information Systems &amp; Supply Chain Management (IJISSCM), Vol.4, Iss.1, pp: 1- 23. <a href=""https://doi.org/10.4018/jisscm.2011010101"">https://doi.org/10.4018/jisscm.2011010101</a>.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,"Palanisamy, R., Verville, J., Bernadas, C., and Taskin, N. (2010). An Empirical Study on the Influences on the Acquisition of Enterprise Software Decisions: A Practitioner's Perspective. Journal of Enterprise Information Management (JEIM), Vol.23, Iss.5, pp: 610-639.https://doi.org/10.1108/17410391011083065.",https://doi.org/10.1108/17410391011083065,"<li>Palanisamy, R., Verville, J., Bernadas, C., and Taskin, N. (2010). An Empirical Study on the Influences on the Acquisition of Enterprise Software Decisions: A Practitioner's Perspective. Journal of Enterprise Information Management (JEIM), Vol.23, Iss.5, pp: 610-639. <a href=""https://doi.org/10.1108/17410391011083065"">https://doi.org/10.1108/17410391011083065</a>.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_nazim-taskin.html,None,,,field-name-field-books-book
mis.bogazici.edu.tr_content_nazim-taskin.html,"Tanriverdi, N.S., and Taskin, N. (2023). A Systematic Literature Review for New Technologies in IT Audit. Acta Infologica, 7(2), 396-408.",,"<li style=""margin-bottom:8px; margin-left:8px"">Tanriverdi, N.S., and Taskin, N. (2023). A Systematic Literature Review for New Technologies in IT Audit. Acta Infologica, 7(2), 396-408.</li>",field-name-field-national-articles
mis.bogazici.edu.tr_content_nazim-taskin.html,"Maunsell, J., and Taskin, N. (2023). A Comparative Analysis on Employee Training: Traditional vs Competency-based. Ege Academic Review, 23(4), 569-588.",,"<li style=""margin-bottom:8px; margin-left:8px"">Maunsell, J., and Taskin, N. (2023). A Comparative Analysis on Employee Training: Traditional vs Competency-based. Ege Academic Review, 23(4), 569-588.</li>",field-name-field-national-articles
mis.bogazici.edu.tr_content_nazim-taskin.html,"Jiang, Y., Taskin, N. (2023). How do customers respond to digital banking products and services in New Zealand?Ege Akademik Bakis. 23(1), 27-42.https://doi.org/10.21121/eab.980841.",https://doi.org/10.21121/eab.980841,"<li style=""margin-bottom:8px; margin-left:8px""><span><span><span><span><span><span>Jiang, Y., Taskin, N. (2023). How do customers respond to digital banking products and services in New Zealand? <em>Ege Akademik Bakis. 23</em>(1), 27-42. <a href=""https://doi.org/10.21121/eab.980841"">https://doi.org/10.21121/eab.980841</a>.</span></span></span></span></span></span></li>",field-name-field-national-articles
mis.bogazici.edu.tr_content_nazim-taskin.html,"Taskin, N., Verville, J., & Yu, M. (2022). An Empirical Study on Strategic Alignment of Enterprise Systems.Acta Infologica. 6(1), 1-18.https://doi.org/10.26650/acin.1079619.",https://doi.org/10.26650/acin.1079619,"<li style=""margin-bottom:8px; margin-left:8px""><span><span><span><span><span><span>Taskin, N., Verville, J., &amp; Yu, M. (2022). An Empirical Study on Strategic Alignment of Enterprise Systems. <em>Acta Infologica. 6</em>(1), 1-18. <a href=""https://doi.org/10.26650/acin.1079619"">https://doi.org/10.26650/acin.1079619</a>.</span></span></span></span></span></span></li>",field-name-field-national-articles
mis.bogazici.edu.tr_content_nazim-taskin.html,"Zhou, Z., & Taskin, N. (2022). The Social Processes and Factors Affecting Organizational Knowledge Creation and Sharing in New Zealand Firms.Pamukkale Üniversitesi Sosyal Bilimler Enstitüsü Dergisi. (50), 248-269. DOİ:10.30794/pausbed.982782.",,"<li style=""margin-bottom:8px; margin-left:8px""><span><span><span><span><span><span>Zhou, Z., &amp; Taskin, N. (2022). The Social Processes and Factors Affecting Organizational Knowledge Creation and Sharing in New Zealand Firms. <em>Pamukkale Üniversitesi Sosyal Bilimler Enstitüsü Dergisi</em>. (50), 248-269. DOİ:10.30794/pausbed.982782.</span></span></span></span></span></span></li>",field-name-field-national-articles
mis.bogazici.edu.tr_content_nazim-taskin.html,"Alrayyes, S., & Taskin, N. (2022). The impact of social media websites on customers’ purchase intention in New Zealand.Yonetim Bilimleri Dergisi.20(44), 299-328. DOI:https://doi.org/10.35408/comuybd.888699.",https://doi.org/10.35408/comuybd.888699,"<li style=""margin-bottom:8px; margin-left:8px""><span><span><span><span><span><span>Alrayyes, S., &amp; Taskin, N. (2022). The impact of social media websites on customers’ purchase intention in New Zealand. <em>Yonetim Bilimleri Dergisi</em>. <em>20</em>(44), 299-328. DOI: <a href=""https://doi.org/10.35408/comuybd.888699"">https://doi.org/10.35408/comuybd.888699</a>.</span></span></span></span></span></span></li>",field-name-field-national-articles
mis.bogazici.edu.tr_content_nazim-taskin.html,None,,,field-name-field-international-abstracts
mis.bogazici.edu.tr_content_nazim-taskin.html,None,,,field-name-field-national-abstracts
mis.bogazici.edu.tr_content_bertan-badur.html,Prof. Dr.,,,field-name-field-body-computed
mis.bogazici.edu.tr_content_bertan-badur.html,badur@bogazici.edu.tr,,,field-name-field-email
mis.bogazici.edu.tr_content_bertan-badur.html,+90 (212) 359 7027B226,,,field-name-field-phone-number
mis.bogazici.edu.tr_content_bertan-badur.html,None,,,field-name-field-website
mis.bogazici.edu.tr_content_bertan-badur.html,"Education:Undergraduate:Boğaziçi Uni.,Kimya Müh.M.A.:Boğaziçi Üni.,İktisatPh.D.:Boğaziçi Üni.,İktisat",,,field-name-field-education
mis.bogazici.edu.tr_content_bertan-badur.html,Courses Taught:MIS 132 - Object Oriented ProgrammingMIS 331 - Data MiningMIS 492 - ProjectMIS 68A - Sp.Tp. Prob. Machine Learning IMIS 68B - Sp.Tp. Prob. Machine Learning IICSE 551 - Computational MethodsCSE 552 - Computational Project,,,field-name-field-courses-taught
mis.bogazici.edu.tr_content_bertan-badur.html,Research Interests:Veri MadenciliğiAjan Tabanlı Modelleme,,,field-name-field-research-interests
mis.bogazici.edu.tr_content_bertan-badur.html,"Yılmaz Benk, G., Badur, B., Mardikyan, S. (2022), ""A New 360◦ Framework to Predict Customer Lifetime Value for Multi-Category E-Commerce Companies Using a Multi-Output Deep Neural Network and Explainable Artificial Intelligence"", Information 2022, Vol: 13, No: 373, pp. 1-25 (ESCI).",,"<li>Yılmaz Benk, G., Badur, B., Mardikyan, S. (2022), ""A New 360◦ Framework to Predict Customer Lifetime Value for Multi-Category E-Commerce Companies Using a Multi-Output Deep Neural Network and Explainable Artificial Intelligence"", Information 2022, Vol: 13, No: 373, pp. 1-25 (ESCI).</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_bertan-badur.html,,,<li> </li>,field-name-field-international-article
mis.bogazici.edu.tr_content_bertan-badur.html,"Schuur, P., Badur, B., Sencer, A. (2021), ""An explicit Nash Equilibrium for a Market Share Attraction Game"", Operations Research Perspectives, Vol: 8 (SCIE) .",,"<li>Schuur, P., Badur, B., Sencer, A. (2021), ""An explicit Nash Equilibrium for a Market Share Attraction Game"", Operations Research Perspectives, Vol: 8 (SCIE) .</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_bertan-badur.html,,,<li> </li>,field-name-field-international-article
mis.bogazici.edu.tr_content_bertan-badur.html,"Hakyemez, T.C., Badur, B. (2021), ""Crime Risk Stations: Examining Spatiotemporal Influence of Urban Features through Distance-Aware Risk Signal Functions"", Journal of Geo-Information, Vol: 10, No: 7, pp. 472 (SCIE) .",,"<li>Hakyemez, T.C., Badur, B. (2021), ""Crime Risk Stations: Examining Spatiotemporal Influence of Urban Features through Distance-Aware Risk Signal Functions"", Journal of Geo-Information, Vol: 10, No: 7, pp. 472 (SCIE) .</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_bertan-badur.html,,,<li> </li>,field-name-field-international-article
mis.bogazici.edu.tr_content_bertan-badur.html,"Gürsoy, F., Badur, B. (2021), ""An Agent-Based Modeling Approach to Brain Drain"", Transactions on Computational Social Systems (SCIE) .",,"<li>Gürsoy, F., Badur, B. (2021), ""An Agent-Based Modeling Approach to Brain Drain"", Transactions on Computational Social Systems (SCIE) .</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_bertan-badur.html,,,<li> </li>,field-name-field-international-article
mis.bogazici.edu.tr_content_bertan-badur.html,"Darcan, O.N., Badur, B. (2012), ""Student Profiling on Academic Performance Using Cluster Analysis"", Journal of e-Learning & Higher Education.",,"<li>Darcan, O.N., Badur, B. (2012), ""Student Profiling on Academic Performance Using Cluster Analysis"", Journal of e-Learning &amp; Higher Education.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_bertan-badur.html,,,<li> </li>,field-name-field-international-article
mis.bogazici.edu.tr_content_bertan-badur.html,"Daylan, A., Badur, B., Darcan, O.N. (2011), ""An Experimental Study for Extending Data Mining Standards"", International Review on Computers and Software, Vol: 6, No: 3, pp. 336-346.",,"<li>Daylan, A., Badur, B., Darcan, O.N. (2011), ""An Experimental Study for Extending Data Mining Standards"", International Review on Computers and Software, Vol: 6, No: 3, pp. 336-346.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_bertan-badur.html,,,<li> </li>,field-name-field-international-article
mis.bogazici.edu.tr_content_bertan-badur.html,"Karakaya, C., Badur, B., Aytekin, C. (2011), ""Analyzing the Effectiveness of Marketing Strategies in the Presence of Word of Mouth: Agent-Based Modeling Approach"", Journal of Marketing Research and Case Studies.",,"<li>Karakaya, C., Badur, B., Aytekin, C. (2011), ""Analyzing the Effectiveness of Marketing Strategies in the Presence of Word of Mouth: Agent-Based Modeling Approach"", Journal of Marketing Research and Case Studies.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_bertan-badur.html,,,<li> </li>,field-name-field-international-article
mis.bogazici.edu.tr_content_bertan-badur.html,"Gulser, G., Badur, B. (2011), ""Developing a Framework for Integrating Knowledge Management and Decision Support Systems: Application to Time Series Forecasting"", Communications of the IBIMA, Vol: 2011, pp. 1-15.",,"<li>Gulser, G., Badur, B. (2011), ""Developing a Framework for Integrating Knowledge Management and Decision Support Systems: Application to Time Series Forecasting"", Communications of the IBIMA, Vol: 2011, pp. 1-15.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_bertan-badur.html,,,<li> </li>,field-name-field-international-article
mis.bogazici.edu.tr_content_bertan-badur.html,"Mardikyan, S., Badur, B. (2011), ""Analyzing Teaching Performance of Instructors Using Data Mining Techniques"", Informaticsin Education, Vol: 10, No: 2, pp. 245-257 (Scopus).",,"<li>Mardikyan, S., Badur, B. (2011), ""Analyzing Teaching Performance of Instructors Using Data Mining Techniques"", Informaticsin Education, Vol: 10, No: 2, pp. 245-257 (Scopus).</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_bertan-badur.html,,,<li> </li>,field-name-field-international-article
mis.bogazici.edu.tr_content_bertan-badur.html,"Yilmaz, G., Badur, B., Mardikyan, S. (2011), ""Development of a Constraint Based Sequential Pattern Mining Tool"", International Review on Computers and Software, Vol: 6, No: 2, pp. 191-198 (Scopus).",,"<li>Yilmaz, G., Badur, B., Mardikyan, S. (2011), ""Development of a Constraint Based Sequential Pattern Mining Tool"", International Review on Computers and Software, Vol: 6, No: 2, pp. 191-198 (Scopus).</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_bertan-badur.html,,,<li> </li>,field-name-field-international-article
mis.bogazici.edu.tr_content_bertan-badur.html,"Aksoy, I., Badur, B., Mardikyan, S. (2010), ""Finding hidden patterns of hospital infections on newborn: A data mining approach"", Istanbul University Journal of the School of the Business Administration, Vol: 39, No: 2, pp. 210-226.",,"<li>Aksoy, I., Badur, B., Mardikyan, S. (2010), ""Finding hidden patterns of hospital infections on newborn: A data mining approach"", Istanbul University Journal of the School of the Business Administration, Vol: 39, No: 2, pp. 210-226.</li>",field-name-field-international-article
mis.bogazici.edu.tr_content_bertan-badur.html,,,<li> </li>,field-name-field-international-article
mis.bogazici.edu.tr_content_bertan-badur.html,"Bahar, I., Badur, B., Doruker, P. (1993), ""Solvent Effect on Transitional Diffusivity and Orientational Mobility of Polymers in Solution"", Journal of Chemical Physics, Vol: 99, No: 3, pp. 2235-2246 (SCIE) .",,"<li>Bahar, I., Badur, B., Doruker, P. (1993), ""Solvent Effect on Transitional Diffusivity and Orientational Mobility of Polymers in Solution"", Journal of Chemical Physics, Vol: 99, No: 3, pp. 2235-2246 (SCIE) .<br/> </li>",field-name-field-international-article
mis.bogazici.edu.tr_content_bertan-badur.html,None,,,field-name-field-books-book
mis.bogazici.edu.tr_content_bertan-badur.html,"Kutlu, B., Badur, B. (2009), ""Yapay Sinir Ağları ile Borsa Endeksi Tahmini"", İstanbul Üniversitesi İşletme İktisadi Enstitüsü Dergisi-Yönetim, Sayı: 63, ss. 25-40.",,"<li>Kutlu, B., Badur, B. (2009), ""Yapay Sinir Ağları ile Borsa Endeksi Tahmini"", İstanbul Üniversitesi İşletme İktisadi Enstitüsü Dergisi-Yönetim, Sayı: 63, ss. 25-40.</li>",field-name-field-national-articles
mis.bogazici.edu.tr_content_bertan-badur.html,None,,,field-name-field-international-abstracts
mis.bogazici.edu.tr_content_bertan-badur.html,None,,,field-name-field-national-abstracts
mis.bogazici.edu.tr_content_aysun-bozanta.html,Assist. Prof. Dr.,,,field-name-field-body-computed
mis.bogazici.edu.tr_content_aysun-bozanta.html,aysun.bozanta@bogazici.edu.tr,,,field-name-field-email
mis.bogazici.edu.tr_content_aysun-bozanta.html,None,,,field-name-field-phone-number
mis.bogazici.edu.tr_content_aysun-bozanta.html,None,,,field-name-field-website
mis.bogazici.edu.tr_content_aysun-bozanta.html,"Education:Undergraduate:Işık University, Mathematical Engineering, MIS (DM)M.A.:Boğaziçi University, MISPh.D.:Boğaziçi University, MISPostdoc:Toronto Metropolitan University - Data Science Lab",,,field-name-field-education
mis.bogazici.edu.tr_content_aysun-bozanta.html,None,,,field-name-field-courses-taught
mis.bogazici.edu.tr_content_aysun-bozanta.html,None,,,field-name-field-research-interests
